Math_Score,Science_Score,Biology_Score,Computer_Score,English_Score,Interest_Technology,Interest_Medicine,Interest_Business,Interest_Arts,Interest_Research,Logical_Thinking,Creativity,Communication_Skills,Problem_Solving,Risk_Taking,Leadership,Family_Preference,Financial_Stability_Required,Recommended_Career
40,43,79,62,87,8,4,7,0,5,6,0,5,10,3,2,1,7,General Studies
88,64,49,45,65,6,8,1,4,0,6,1,3,2,7,1,0,8,General Studies
79,59,58,90,77,1,10,1,0,1,3,0,4,6,10,7,1,9,General Studies
71,73,42,92,81,8,6,4,6,6,4,8,2,4,3,2,0,7,Software Engineer
73,65,63,52,52,10,1,0,8,10,5,3,1,6,8,4,1,8,General Studies
67,44,44,88,78,7,10,5,5,2,10,6,8,1,10,5,1,0,General Studies
70,74,42,62,67,4,0,3,1,0,1,4,2,8,7,9,0,2,General Studies
47,67,97,48,97,2,1,5,5,1,3,6,5,8,4,9,0,2,General Studies
78,68,66,56,58,6,2,6,8,9,3,6,4,8,8,0,0,8,General Studies
65,48,55,41,63,1,10,2,2,9,3,0,9,4,7,6,0,2,General Studies
97,91,88,58,58,2,1,10,8,8,6,0,10,9,9,10,1,9,Business Manager
73,77,54,58,88,8,10,7,7,6,6,10,7,8,3,6,1,0,General Studies
93,89,74,95,52,3,2,6,6,6,6,2,4,0,3,4,1,2,General Studies
93,45,51,46,52,3,9,0,7,9,6,9,10,1,0,8,1,1,General Studies
42,58,80,93,97,2,10,5,9,7,1,1,7,9,3,10,1,8,Doctor
98,99,92,81,67,4,10,6,5,7,4,6,10,4,7,1,1,0,Doctor
89,83,83,81,92,2,8,10,2,8,9,2,4,4,4,4,0,10,Doctor
51,96,65,98,41,8,3,3,6,1,1,6,10,5,5,1,1,1,Software Engineer
40,50,86,59,49,2,8,1,3,7,4,8,9,7,3,1,0,0,Doctor
93,41,73,48,61,1,10,9,10,7,5,10,5,0,4,10,1,8,Doctor
83,86,62,56,52,4,2,8,9,4,2,0,4,9,9,8,0,6,Business Manager
44,83,70,66,97,5,0,6,4,4,5,2,1,8,7,6,0,0,General Studies
69,83,89,86,48,0,10,0,7,3,4,10,9,3,8,3,1,9,Doctor
69,48,59,41,72,10,4,7,6,4,3,5,9,7,2,10,0,5,General Studies
98,60,51,75,53,5,9,2,6,1,9,8,5,4,9,7,1,4,General Studies
96,63,62,58,87,9,9,3,7,1,8,4,6,0,3,10,0,9,General Studies
56,73,43,56,59,2,1,4,9,4,10,2,2,8,0,10,1,10,General Studies
87,61,62,44,54,3,3,0,2,10,7,7,2,7,10,3,0,4,General Studies
86,42,87,78,71,5,1,5,2,2,6,4,6,4,4,0,1,3,General Studies
62,51,94,57,72,7,1,9,1,0,10,5,10,10,3,9,1,2,Business Manager
54,67,87,92,56,8,2,5,0,8,0,1,9,3,5,2,1,7,Software Engineer
76,69,40,93,63,5,4,1,9,1,8,3,3,7,5,9,0,6,General Studies
60,65,93,98,69,6,3,10,5,9,8,0,1,8,9,0,1,4,Research Scientist
53,87,64,46,52,4,1,9,5,1,5,3,8,6,5,1,1,8,General Studies
41,60,41,56,98,8,10,5,9,3,6,0,8,3,2,1,1,6,General Studies
50,67,69,78,86,3,9,7,7,1,2,3,5,6,6,6,1,9,General Studies
90,95,42,75,87,9,1,5,5,6,4,1,1,5,2,3,0,1,Software Engineer
78,65,97,79,55,10,5,3,5,9,6,5,2,10,5,9,0,6,Software Engineer
77,72,60,84,41,5,6,3,0,0,0,5,4,2,9,8,0,6,General Studies
99,60,64,43,56,4,9,8,6,10,0,7,10,9,0,1,1,3,General Studies
73,74,59,77,71,0,5,5,6,1,4,8,10,2,7,8,0,7,General Studies
77,91,88,64,82,4,6,7,9,10,8,7,4,0,6,5,0,3,Research Scientist
89,73,91,44,47,4,0,7,8,4,6,0,8,4,8,9,0,6,General Studies
73,80,61,69,91,8,5,6,6,1,0,2,9,7,2,7,0,3,General Studies
57,90,60,51,42,0,10,2,7,8,4,5,2,5,7,6,0,7,General Studies
69,86,72,43,51,4,2,9,3,3,7,0,1,7,1,10,0,2,Business Manager
54,57,91,63,59,6,0,0,8,8,7,7,9,6,8,7,1,1,General Studies
66,97,77,68,55,10,7,4,0,10,1,5,7,1,0,8,1,9,General Studies
90,50,54,48,53,5,3,9,7,0,6,0,6,7,9,7,0,5,Business Manager
73,96,97,43,55,5,9,9,2,0,9,9,8,3,6,5,1,6,Doctor
91,62,97,90,98,6,7,1,0,0,4,1,2,10,9,7,1,6,General Studies
96,87,85,63,92,5,9,9,1,3,8,5,5,4,0,7,1,5,Doctor
77,61,91,53,88,4,10,1,5,8,2,9,4,10,5,1,1,10,Doctor
72,56,54,44,82,9,3,6,4,7,0,7,4,7,0,1,1,7,General Studies
63,44,85,57,88,4,3,10,2,6,3,4,9,4,3,10,0,5,Business Manager
54,83,64,81,90,8,9,2,8,0,6,0,7,4,6,0,0,5,Software Engineer
99,50,60,96,93,7,3,7,7,2,0,9,0,5,1,9,1,2,General Studies
69,69,63,58,72,9,5,8,2,8,1,1,0,6,2,1,0,1,General Studies
94,54,96,51,69,3,8,7,1,8,4,3,2,8,3,6,0,6,Doctor
81,66,97,57,98,3,4,5,7,4,8,3,10,10,5,10,0,5,General Studies
90,74,44,56,51,9,9,4,4,5,0,6,1,6,8,2,0,0,General Studies
56,72,45,69,54,4,7,2,8,10,3,1,1,5,3,3,0,1,General Studies
44,59,88,63,57,2,7,2,0,5,2,6,1,9,5,3,0,1,General Studies
68,55,82,50,67,7,3,6,9,9,4,6,3,3,6,3,0,0,General Studies
43,73,87,74,62,6,10,4,2,3,4,6,0,10,3,1,1,2,Doctor
49,41,83,62,53,4,9,5,4,0,9,2,9,9,5,10,1,4,Doctor
95,74,86,56,69,9,8,5,1,4,1,5,8,1,2,5,1,3,Doctor
56,79,62,40,72,2,8,8,2,0,4,5,4,10,4,0,0,1,General Studies
49,95,43,54,84,4,4,0,3,0,8,3,4,10,10,4,1,7,General Studies
56,67,66,71,54,2,5,7,3,10,4,0,8,8,9,1,0,8,General Studies
99,86,57,99,46,9,4,9,10,4,10,8,4,9,3,8,1,7,Software Engineer
59,78,60,48,54,4,2,4,8,4,9,1,10,10,6,1,1,6,General Studies
63,45,67,54,91,0,10,5,0,6,1,8,7,4,5,5,0,9,General Studies
44,48,74,67,81,5,7,5,8,1,6,7,10,4,6,3,1,1,General Studies
73,59,61,63,85,9,8,0,8,5,5,0,0,10,5,5,0,5,General Studies
45,99,79,99,77,3,3,2,10,1,6,10,0,2,1,1,1,10,Graphic Designer
92,40,62,74,85,3,8,5,5,9,7,6,3,2,6,1,1,3,General Studies
41,47,42,61,95,7,8,10,10,4,9,9,7,0,7,6,0,4,Graphic Designer
52,94,79,66,96,1,6,10,0,3,4,2,2,10,6,2,1,8,General Studies
82,62,89,58,93,3,7,8,10,10,1,9,0,4,3,2,1,8,Graphic Designer
82,42,49,84,83,1,2,5,5,9,6,9,10,2,3,6,1,3,General Studies
87,43,64,51,50,0,4,5,7,4,6,8,8,10,4,7,1,7,General Studies
50,97,91,59,68,9,2,0,4,1,7,4,8,1,8,6,1,10,General Studies
90,64,88,40,70,2,6,8,4,7,6,10,8,10,4,2,0,4,General Studies
86,86,47,60,64,7,5,3,0,7,9,2,8,8,1,2,0,8,General Studies
96,77,94,88,91,5,10,1,0,5,6,7,1,9,4,6,0,1,Doctor
62,54,50,84,93,6,2,0,7,2,8,2,10,5,2,2,0,3,General Studies
94,60,44,40,63,1,8,2,4,3,7,6,10,2,9,1,0,2,General Studies
55,74,97,49,96,5,0,2,7,0,1,6,10,6,7,6,0,6,General Studies
70,96,84,86,58,7,9,4,9,8,1,6,3,8,9,2,1,1,Doctor
50,92,92,98,41,7,2,0,1,9,6,0,1,8,9,4,0,2,General Studies
93,92,94,98,61,3,10,6,3,4,9,10,6,0,1,6,0,8,Doctor
55,85,76,71,59,5,9,0,10,7,10,4,10,1,10,1,1,7,Doctor
47,91,95,78,72,4,10,3,9,2,9,10,2,7,3,7,1,1,Doctor
43,53,98,99,47,8,6,5,8,3,2,0,8,10,4,1,0,5,Software Engineer
79,75,84,61,64,7,2,0,2,3,0,6,6,0,3,3,1,2,General Studies
43,51,77,57,85,1,2,6,5,7,8,7,7,10,4,3,1,5,General Studies
95,56,68,87,48,6,1,9,10,8,2,6,8,10,9,7,1,4,Business Manager
64,78,44,85,73,6,8,6,6,2,0,0,7,2,10,10,1,9,General Studies
42,48,48,71,96,10,10,2,2,6,5,2,6,10,3,0,0,3,Software Engineer
71,74,98,66,62,0,3,3,0,8,3,9,8,6,2,8,0,6,General Studies
42,99,87,67,44,0,9,5,1,1,0,2,10,7,0,5,1,10,Doctor
66,52,41,57,94,3,5,10,10,3,3,6,0,4,3,3,1,9,General Studies
68,54,40,98,64,4,1,6,9,2,7,3,10,1,8,5,1,6,General Studies
71,57,79,78,47,3,8,3,6,7,10,2,3,2,0,5,0,3,Doctor
89,90,99,88,55,6,6,9,6,3,6,5,3,8,6,8,1,2,Business Manager
97,72,90,68,93,2,9,10,0,8,0,9,4,10,2,10,0,3,Doctor
90,45,69,57,87,6,4,8,9,0,9,5,7,9,7,3,0,1,General Studies
58,98,50,83,84,7,6,8,6,0,8,9,9,6,5,7,1,3,Business Manager
60,66,67,47,91,5,3,8,9,3,5,4,0,0,0,0,1,3,General Studies
44,62,83,93,54,5,9,9,10,2,1,5,5,2,9,5,1,4,Doctor
57,98,51,70,40,7,6,5,5,2,2,2,8,8,4,4,1,0,General Studies
67,66,78,73,61,7,1,1,10,9,6,9,9,6,7,2,1,1,Graphic Designer
81,73,65,46,42,6,6,1,5,1,2,4,7,1,10,3,1,7,General Studies
61,95,52,75,77,5,3,10,6,9,2,8,1,5,2,7,1,7,Business Manager
60,85,98,57,93,5,3,3,6,9,4,3,6,8,3,10,0,7,General Studies
45,77,47,99,53,9,0,8,0,1,2,10,4,3,6,10,0,4,Software Engineer
40,53,93,77,75,10,2,2,9,7,2,1,1,9,10,9,0,7,Software Engineer
44,75,67,98,57,5,4,5,4,0,10,4,10,1,5,10,1,8,General Studies
80,92,97,48,86,7,4,1,7,7,4,2,0,2,6,1,0,3,General Studies
51,47,69,98,80,0,1,0,7,9,4,2,1,6,8,7,0,3,General Studies
65,74,48,48,57,4,3,4,2,2,8,3,10,3,8,6,1,6,General Studies
85,58,78,85,42,2,0,7,2,1,0,3,9,6,1,0,0,4,General Studies
73,69,70,47,49,7,8,9,6,8,0,4,5,4,2,1,1,10,General Studies
88,53,97,90,88,10,0,9,3,4,10,6,10,7,3,6,0,9,Software Engineer
53,98,60,74,78,5,5,1,5,4,8,3,7,7,5,10,1,0,General Studies
65,59,95,57,86,1,6,9,8,5,4,10,2,4,4,10,1,7,Business Manager
84,88,86,44,40,6,2,8,9,3,3,6,4,6,5,2,1,3,General Studies
66,64,73,53,66,6,0,7,1,6,1,8,10,10,10,1,0,7,General Studies
48,79,94,67,96,4,6,2,1,6,8,2,1,5,7,0,1,1,General Studies
65,63,70,69,66,7,2,0,5,10,5,4,7,7,1,6,0,3,General Studies
96,53,91,43,50,4,9,3,2,8,8,3,3,8,5,2,0,1,Doctor
86,65,64,78,88,0,5,7,0,5,4,8,10,4,8,5,1,4,General Studies
96,77,51,59,44,8,5,2,1,0,3,4,9,6,4,9,0,9,General Studies
61,62,40,64,46,3,3,9,6,8,6,9,5,0,0,7,0,9,Business Manager
86,61,94,67,58,1,10,1,3,9,4,1,2,10,7,5,0,7,Doctor
95,87,61,51,96,3,5,6,1,8,7,9,10,7,3,6,1,10,General Studies
69,96,79,41,95,8,10,3,10,4,7,0,7,2,7,10,0,6,Doctor
82,58,76,82,68,1,9,5,7,6,1,6,7,0,3,5,0,10,Doctor
87,85,86,53,54,3,3,4,3,0,4,10,2,5,10,6,0,4,General Studies
56,90,40,61,74,1,7,1,3,3,9,0,8,7,7,4,0,10,General Studies
65,42,40,70,86,4,8,9,1,9,7,7,9,10,8,8,0,6,Business Manager
75,81,96,62,76,2,1,1,0,3,2,8,4,2,4,2,0,4,General Studies
40,58,81,87,94,9,6,8,0,4,6,6,9,0,4,5,1,6,Software Engineer
47,48,93,59,51,1,8,10,2,5,2,8,8,2,1,8,1,3,Doctor
88,67,81,77,69,8,8,9,5,3,5,9,6,4,8,0,1,3,Doctor
74,59,60,94,59,4,4,1,6,5,1,5,9,10,10,4,1,9,General Studies
91,84,54,43,76,9,0,7,8,9,5,6,2,7,3,3,0,3,General Studies
54,46,56,54,42,4,5,7,4,6,5,2,5,8,2,8,0,10,General Studies
86,53,61,63,48,0,7,0,8,2,7,8,9,8,1,10,0,7,Graphic Designer
95,48,77,64,97,5,0,0,7,8,4,2,1,3,2,10,0,0,General Studies
61,98,74,40,80,6,1,3,0,7,0,5,5,7,3,0,1,9,General Studies
53,99,84,46,78,0,0,1,10,0,7,3,4,10,8,3,1,4,General Studies
65,94,55,96,65,8,4,0,2,1,8,8,2,4,5,0,0,9,Software Engineer
67,96,47,70,41,7,1,8,7,1,0,0,6,2,9,2,0,1,General Studies
62,99,86,51,62,7,9,2,8,9,4,8,10,4,4,3,0,9,Doctor
53,58,56,81,62,6,9,0,3,8,5,3,3,1,8,0,1,3,General Studies
63,86,56,44,98,4,3,1,5,8,3,9,10,10,7,4,1,4,General Studies
41,91,93,83,60,2,0,7,3,8,10,4,5,10,5,5,1,7,Research Scientist
84,53,65,89,55,8,6,4,8,0,1,10,8,10,2,0,0,1,Software Engineer
65,95,52,81,48,6,7,10,1,6,4,0,5,5,6,9,0,1,Business Manager
53,77,56,77,52,10,4,6,5,10,3,0,3,0,9,10,0,1,Software Engineer
98,92,77,99,67,9,1,5,10,2,6,5,9,5,5,9,1,7,Software Engineer
95,75,56,51,66,9,7,0,2,10,5,9,1,4,10,3,1,2,General Studies
90,79,87,78,90,7,0,5,9,8,2,0,8,8,7,3,1,4,General Studies
46,56,53,57,91,5,6,10,3,7,8,1,3,6,5,0,0,1,General Studies
42,69,84,41,56,10,0,6,1,2,3,2,3,5,10,1,1,5,General Studies
86,48,45,49,77,4,5,3,10,0,10,6,1,10,9,10,0,9,General Studies
62,72,74,54,75,7,5,7,7,8,4,1,4,6,3,9,0,5,General Studies
85,95,85,69,40,2,4,7,9,9,2,4,5,9,9,4,0,1,General Studies
82,91,53,83,57,6,1,6,7,0,7,8,9,4,6,1,1,3,General Studies
86,64,86,97,90,1,1,10,0,2,10,9,5,0,6,2,1,10,General Studies
99,53,47,56,48,2,8,1,9,5,6,7,2,8,10,8,1,1,General Studies
84,50,54,43,52,1,4,5,5,5,10,7,8,4,7,4,1,9,General Studies
57,92,93,46,79,4,4,5,0,10,10,10,6,3,1,0,1,3,Research Scientist
97,74,66,80,94,6,6,6,5,9,6,1,2,5,10,4,1,10,General Studies
77,80,52,70,84,10,5,5,6,3,7,0,3,4,5,2,0,6,General Studies
74,98,88,90,54,9,1,1,1,1,6,8,6,0,2,0,1,4,Software Engineer
90,53,70,99,82,10,10,7,8,9,2,9,10,1,7,2,1,9,Software Engineer
54,69,92,98,83,10,0,3,7,5,2,3,7,3,3,10,0,3,Software Engineer
64,80,95,94,85,10,4,8,8,9,1,8,5,7,3,5,1,9,Software Engineer
94,43,74,78,43,9,3,7,9,4,0,10,3,4,1,9,1,9,Software Engineer
76,98,99,94,72,0,2,2,3,5,4,10,1,6,5,4,0,2,General Studies
67,43,45,73,63,9,1,2,3,6,3,6,9,1,5,0,1,5,Software Engineer
49,67,44,45,75,8,9,7,7,10,10,5,7,7,0,10,0,1,Research Scientist
78,47,61,89,90,0,1,1,0,8,1,9,0,4,7,1,0,3,General Studies
96,41,97,77,80,0,3,8,7,6,0,8,8,3,2,4,0,7,General Studies
56,80,88,84,49,9,1,3,6,3,2,9,7,8,0,8,1,1,Software Engineer
78,85,62,97,75,7,3,5,6,9,5,3,2,5,9,10,0,8,General Studies
61,61,64,90,59,5,2,2,8,4,1,0,9,3,0,4,1,1,General Studies
65,80,73,73,80,5,8,2,9,5,9,4,3,7,0,4,0,7,Doctor
83,95,65,83,84,8,6,2,6,8,6,5,9,2,4,0,1,7,Software Engineer
64,94,86,54,83,3,10,10,1,4,10,5,3,9,4,4,0,6,Doctor
56,55,44,53,50,7,2,9,0,4,6,0,1,1,0,7,1,9,Business Manager
52,68,65,45,51,3,7,1,0,6,10,6,10,6,4,8,1,5,General Studies
59,88,59,89,57,1,8,7,6,1,2,7,9,3,6,9,1,0,General Studies
64,87,45,76,69,10,6,8,4,2,0,4,4,3,4,2,1,1,Software Engineer
43,69,45,89,83,7,5,7,3,1,8,1,2,9,8,3,1,6,General Studies
49,51,98,71,87,6,3,9,4,9,10,1,10,8,3,6,1,10,Research Scientist
42,74,89,42,76,3,4,2,9,9,4,10,0,1,8,6,1,3,Graphic Designer
80,50,57,42,59,8,7,6,9,1,1,4,1,0,7,0,1,8,General Studies
84,85,43,61,64,8,2,10,5,2,7,6,10,6,0,10,1,2,Business Manager
57,89,56,61,51,7,1,9,9,5,9,6,6,7,3,5,0,3,General Studies
86,60,96,49,60,0,2,1,5,4,9,3,0,2,6,8,0,2,General Studies
75,60,53,90,64,6,6,3,0,10,3,10,1,1,0,4,0,6,General Studies
86,44,53,42,50,4,7,5,1,4,10,2,9,3,7,7,0,1,General Studies
61,87,52,51,48,6,0,10,2,1,9,8,6,1,10,10,0,9,Business Manager
73,59,46,68,89,8,6,4,3,1,6,6,0,1,1,9,1,1,General Studies
86,76,83,87,64,1,8,8,5,0,4,1,6,4,7,10,0,1,Doctor
47,42,94,56,74,10,2,9,10,2,2,0,7,9,10,8,0,3,Business Manager
79,83,54,46,91,3,2,3,8,10,9,10,10,4,3,9,0,7,Graphic Designer
88,72,58,52,71,3,7,4,1,6,7,1,1,7,7,9,0,7,General Studies
83,92,82,95,88,1,3,3,7,10,1,2,3,8,0,2,1,7,General Studies
58,48,86,41,53,2,7,7,8,4,0,4,6,1,4,0,1,7,General Studies
81,48,83,43,40,10,4,7,1,6,4,2,0,0,8,1,0,6,General Studies
80,43,74,49,56,7,2,2,8,8,10,9,5,2,6,4,0,5,Graphic Designer
76,74,56,78,64,8,3,0,6,5,3,8,4,5,2,9,0,6,Software Engineer
45,56,74,63,98,5,3,5,8,1,10,9,10,4,3,6,0,4,Graphic Designer
91,73,58,56,47,9,7,1,5,0,9,3,5,7,9,10,1,7,General Studies
65,63,59,91,44,1,5,1,1,0,6,6,7,7,6,5,1,1,General Studies
73,71,75,45,44,1,6,2,7,9,8,3,10,1,5,3,1,4,Research Scientist
98,40,74,58,80,6,8,7,9,8,5,2,10,8,3,8,0,6,Doctor
95,47,71,44,74,7,5,2,8,5,10,9,0,3,2,10,1,8,Graphic Designer
98,84,97,71,58,7,2,6,7,5,0,0,2,0,10,3,0,9,General Studies
84,62,87,49,62,5,2,9,1,3,7,8,10,1,1,2,1,0,General Studies
45,86,83,48,48,9,10,9,7,1,1,10,8,10,9,10,1,10,Doctor
76,79,79,66,93,7,2,8,2,9,3,0,7,5,8,4,0,8,General Studies
96,51,63,52,69,0,9,7,2,2,2,10,3,4,2,3,1,2,General Studies
72,93,56,58,89,8,1,0,8,2,5,0,10,6,6,1,1,0,General Studies
92,51,46,60,55,0,0,6,8,7,1,0,9,8,0,2,0,6,General Studies
61,85,82,63,72,2,10,6,8,5,4,4,8,5,7,6,1,2,Doctor
60,86,89,77,41,8,9,7,3,6,10,6,6,5,0,1,1,7,Doctor
45,54,40,43,53,10,0,9,6,8,8,6,1,1,1,0,0,10,Research Scientist
45,80,74,63,85,4,3,4,7,0,2,9,0,6,0,1,1,1,General Studies
94,58,71,98,40,8,2,9,4,1,1,0,0,1,3,7,0,3,Software Engineer
87,65,75,74,65,8,4,8,0,8,1,5,2,6,1,7,0,1,Software Engineer
43,91,52,42,97,5,8,8,8,4,8,8,9,7,0,9,0,10,Business Manager
69,68,45,43,64,10,7,7,5,3,5,5,1,0,0,1,0,3,General Studies
50,61,97,96,55,0,8,5,2,0,1,3,3,8,1,5,0,0,Doctor
69,79,53,76,54,9,4,5,2,8,2,9,7,7,5,10,0,9,Software Engineer
70,60,76,79,65,6,7,0,9,10,0,8,4,8,1,10,0,4,Graphic Designer
63,90,87,87,86,5,3,5,0,8,1,2,4,4,10,10,0,2,General Studies
94,77,54,93,83,8,4,3,7,3,1,9,5,3,1,6,0,8,Software Engineer
48,59,86,74,55,6,2,3,1,8,10,3,4,0,7,0,0,3,Research Scientist
94,96,43,70,53,10,4,1,0,9,1,3,4,8,4,6,0,5,General Studies
42,68,79,95,68,3,2,10,6,0,6,3,6,3,7,10,0,8,Business Manager
90,90,98,83,63,6,4,3,10,4,2,5,5,3,7,7,0,1,General Studies
70,43,55,64,86,1,10,4,8,0,10,10,9,3,1,8,1,6,Graphic Designer
79,94,67,79,94,5,4,4,5,3,3,10,10,1,6,7,0,2,General Studies
76,46,55,52,54,5,5,4,7,4,1,6,1,10,8,2,0,0,General Studies
75,67,43,43,58,1,8,3,7,10,4,8,0,3,7,7,0,8,General Studies
63,67,84,85,47,3,0,0,8,2,8,10,0,1,8,2,1,8,Graphic Designer
70,43,65,53,73,7,9,9,6,1,8,2,3,7,7,5,0,10,General Studies
45,61,67,52,41,7,5,7,8,5,6,7,1,6,3,3,1,3,General Studies
41,51,71,66,66,7,0,2,8,10,7,7,5,10,9,6,0,8,General Studies
59,84,84,45,49,7,5,1,10,2,4,0,8,9,6,7,1,6,General Studies
67,42,41,56,74,0,1,8,0,9,4,4,9,1,8,9,1,3,Business Manager
50,61,70,75,62,1,7,6,5,0,2,9,10,1,8,5,1,1,General Studies
43,83,42,79,88,3,10,8,7,10,5,4,9,1,3,9,1,4,Business Manager
54,41,93,88,47,8,2,1,9,4,0,7,7,0,6,3,1,7,Software Engineer
45,63,47,74,67,2,9,8,8,1,2,7,3,5,5,7,0,9,Business Manager
93,73,63,56,62,5,5,9,3,1,10,1,1,5,2,6,0,9,General Studies
88,66,54,80,43,6,5,8,1,3,1,2,0,0,9,9,0,5,Business Manager
69,94,82,41,53,7,3,10,10,3,6,1,6,10,5,7,1,10,Business Manager
95,80,70,96,92,6,4,8,8,3,8,0,9,0,7,9,1,4,Business Manager
77,40,48,52,81,2,1,9,8,6,3,1,2,5,1,6,1,3,General Studies
90,47,78,91,68,5,9,9,7,0,6,9,5,10,2,2,1,10,Doctor
96,62,84,41,40,4,9,3,2,7,7,5,4,5,7,2,0,5,Doctor
41,77,41,91,43,9,7,9,4,9,9,0,4,3,3,8,1,10,Software Engineer
54,45,47,67,71,3,9,2,1,8,1,5,1,2,3,6,0,2,General Studies
50,61,46,82,72,0,6,5,2,9,6,0,8,8,1,0,1,1,General Studies
47,64,95,98,88,6,9,2,0,5,2,1,10,5,10,2,1,0,Doctor
65,57,83,65,65,7,5,10,3,3,7,7,3,0,9,10,1,8,Business Manager
90,56,90,61,56,1,6,8,4,5,5,5,9,2,0,0,1,0,General Studies
84,51,78,86,78,6,0,2,1,9,2,8,0,0,6,5,1,10,General Studies
83,45,81,82,62,5,4,1,2,6,7,0,1,2,3,1,0,3,General Studies
44,65,96,94,71,4,6,7,5,5,10,4,8,1,5,6,1,5,General Studies
45,66,55,42,91,3,0,5,5,10,2,6,6,4,7,7,0,8,General Studies
65,47,74,74,54,1,1,7,6,0,8,8,9,2,10,5,0,3,General Studies
93,58,69,99,52,9,8,6,8,4,10,10,1,6,6,4,1,6,Software Engineer
43,99,49,97,99,5,2,2,3,7,2,8,6,7,6,9,1,6,General Studies
58,81,77,51,41,4,5,7,4,7,0,3,3,6,5,3,1,5,General Studies
59,40,57,63,99,1,6,9,10,9,1,3,9,1,10,8,1,8,Business Manager
72,96,89,44,58,9,8,0,1,8,3,3,1,9,3,7,1,10,Doctor
59,68,44,59,63,6,4,0,5,3,10,2,3,9,3,4,1,9,General Studies
88,84,92,78,84,5,3,9,3,9,1,7,4,6,8,0,0,6,General Studies
51,88,68,78,63,10,10,7,4,5,3,4,3,9,10,7,0,2,Software Engineer
86,74,78,52,50,8,1,8,6,6,3,6,2,2,4,7,1,5,Business Manager
40,79,99,80,98,10,2,9,5,4,3,9,5,6,8,6,1,6,Software Engineer
65,53,73,96,61,9,4,5,7,10,0,5,0,0,10,6,0,6,Software Engineer
53,74,82,92,54,4,10,4,5,7,8,8,7,1,8,7,0,5,Doctor
77,87,84,84,49,8,1,1,9,2,9,2,4,9,3,0,0,2,Software Engineer
76,84,62,51,80,8,3,10,7,7,10,5,7,0,1,2,1,5,General Studies
50,59,44,52,66,0,0,8,3,4,6,2,9,8,1,3,0,1,General Studies
75,95,69,95,99,4,3,5,6,0,1,1,3,1,8,10,1,9,General Studies
52,88,45,49,48,8,6,7,2,5,2,2,3,1,8,5,1,0,General Studies
82,52,95,72,91,6,2,8,0,1,7,1,4,5,2,9,0,7,Business Manager
42,77,97,96,67,5,9,8,8,6,6,1,4,6,4,9,0,2,Doctor
72,88,85,79,40,5,7,7,8,8,3,9,10,1,4,8,0,7,Graphic Designer
45,85,83,93,56,10,5,9,5,2,3,10,5,3,1,3,1,2,Software Engineer
89,88,43,55,70,6,5,7,1,9,8,6,4,2,1,5,1,1,Research Scientist
95,47,68,84,83,0,0,2,7,3,4,9,4,4,9,8,0,7,General Studies
49,82,62,74,49,3,4,2,9,3,10,2,7,8,0,8,1,2,General Studies
44,59,45,42,76,0,2,1,5,3,4,7,5,1,1,5,0,7,General Studies
62,99,71,95,68,5,9,0,6,2,6,1,1,4,10,4,1,1,Doctor
49,72,81,44,57,3,0,3,0,4,0,10,3,7,6,2,0,3,General Studies
83,65,57,65,86,0,7,1,2,8,2,10,3,5,0,4,1,8,General Studies
41,78,54,50,77,8,6,1,0,10,1,6,4,3,0,2,0,0,General Studies
52,60,79,46,78,3,6,10,9,7,10,2,5,9,8,4,1,1,General Studies
79,92,97,92,88,5,9,10,0,9,9,8,10,7,1,9,1,1,Doctor
41,88,71,95,45,6,9,4,10,1,5,6,4,2,10,9,1,8,Doctor
59,81,48,49,79,7,9,3,0,8,10,8,10,3,3,0,0,9,Research Scientist
40,82,76,81,51,10,3,0,3,9,5,1,5,10,10,5,1,4,Software Engineer
76,93,49,91,92,8,10,8,6,1,9,5,7,8,2,6,1,10,Software Engineer
48,80,59,73,53,8,5,3,6,6,0,4,3,4,10,1,0,3,Software Engineer
56,48,45,42,83,7,8,4,4,4,5,1,10,5,3,2,0,9,General Studies
48,63,87,47,94,9,2,6,5,6,9,3,2,10,10,9,1,9,General Studies
50,76,95,70,49,10,8,1,1,4,1,3,8,1,10,8,1,3,Doctor
54,88,98,50,93,2,3,7,4,5,10,7,2,8,6,7,0,6,General Studies
63,80,42,84,59,1,4,10,6,7,3,6,10,7,9,3,1,2,General Studies
77,56,81,46,54,4,6,1,8,0,5,4,7,6,1,10,1,8,General Studies
94,63,50,84,70,0,5,10,5,10,2,8,9,8,1,7,0,4,Business Manager
74,60,82,41,46,2,9,9,9,0,2,0,4,4,8,10,0,10,Doctor
69,90,56,45,97,0,7,4,3,4,2,3,8,4,5,7,0,8,General Studies
70,98,71,80,80,2,7,1,2,0,3,4,2,10,10,5,1,0,General Studies
88,78,43,71,49,3,7,1,8,2,8,7,9,10,6,0,1,9,General Studies
44,94,43,59,49,6,2,3,6,9,3,2,9,8,4,1,0,7,General Studies
99,80,56,96,87,4,9,3,10,8,3,4,7,10,4,3,0,1,General Studies
83,78,80,73,78,4,5,7,5,6,3,2,6,4,3,3,1,7,General Studies
89,52,58,89,67,0,6,5,6,5,6,6,6,8,7,1,0,3,General Studies
53,50,44,55,69,7,8,9,7,7,4,9,10,0,6,8,1,1,Business Manager
92,85,71,64,76,3,9,7,4,7,1,2,9,9,9,1,0,1,Doctor
95,58,61,51,94,9,9,6,2,5,6,6,8,9,1,5,0,5,General Studies
